exact_match_pct,json_path,levenshtein_dist_mean,levenshtein_dist_median,levenshtein_norm_mean,levenshtein_similarity_pct,model_id,model_slug,model_type_guess,n_exact,n_scored,prompt_style,prompt_type,st_combined_all_four_pct,st_combined_caesura_field_pct,st_combined_end_field_pct,st_combined_mean_field_pct,st_combined_meter_field_pct,st_combined_meter_type_field_pct,st_combined_n_scored,st_combined_pred_parse_pct,st_combined_rhyme_field_pct,st_rhyme_n_scored,st_rhyme_relaxed_match_pct,task
0.0,evaluation/baselines/gpt2-large/few_shot_rhyme_only.json,176.156,186.0,0.9764,2.357,gpt2-large,gpt2-large,causal,0,500,default,few_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/gpt2-large/one_shot_combined.json,61.106,60.0,0.5617,43.831,gpt2-large,gpt2-large,causal,0,500,default,one_shot,0.0,0.0,0.6,9.4,34.8,0.0,500,99.6,2.2,,,combined
0.0,evaluation/baselines/gpt2-large/one_shot_meter_only.json,188.432,188.0,0.9962,0.38,gpt2-large,gpt2-large,causal,0,500,default,one_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/gpt2-large/one_shot_natural_text.json,154.596,152.5,0.8905,10.949,gpt2-large,gpt2-large,causal,0,500,default,one_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/gpt2-large/one_shot_rhyme_only.json,151.558,152.0,0.9724,2.763,gpt2-large,gpt2-large,causal,0,500,default,one_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/gpt2-large/zero_shot_combined.json,184.632,183.0,0.8794,12.055,gpt2-large,gpt2-large,causal,0,500,default,zero_shot,0.0,0.0,0.0,0.0,0.0,0.0,500,1.6,0.0,,,combined
0.0,evaluation/baselines/gpt2-large/zero_shot_meter_only.json,216.358,214.0,0.999,0.102,gpt2-large,gpt2-large,causal,0,500,default,zero_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/gpt2-large/zero_shot_natural_text.json,159.2,162.0,0.8823,11.766,gpt2-large,gpt2-large,causal,0,500,default,zero_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/gpt2-large/zero_shot_rhyme_only.json,200.258,195.0,0.981,1.904,gpt2-large,gpt2-large,causal,0,500,default,zero_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/gpt2-medium/few_shot_combined.json,29.534,26.0,0.3749,62.508,gpt2-medium,gpt2-medium,causal,0,500,default,few_shot,0.0,0.0,81.0,29.5,34.8,0.0,500,100.0,2.2,,,combined
0.0,evaluation/baselines/gpt2-medium/few_shot_meter_only.json,220.328,226.0,0.9832,1.675,gpt2-medium,gpt2-medium,causal,0,500,default,few_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/gpt2-medium/few_shot_natural_text.json,189.728,191.0,0.8928,10.724,gpt2-medium,gpt2-medium,causal,0,500,default,few_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/gpt2-medium/few_shot_rhyme_only.json,171.808,171.0,0.9767,2.328,gpt2-medium,gpt2-medium,causal,0,500,default,few_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/gpt2-medium/one_shot_combined.json,60.452,59.0,0.5591,44.088,gpt2-medium,gpt2-medium,causal,0,500,default,one_shot,0.0,0.0,0.0,9.25,34.8,0.0,500,99.2,2.2,,,combined
0.0,evaluation/baselines/gpt2-medium/one_shot_meter_only.json,194.89,200.0,0.9887,1.126,gpt2-medium,gpt2-medium,causal,0,500,default,one_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/gpt2-medium/one_shot_natural_text.json,125.188,120.0,0.8816,11.84,gpt2-medium,gpt2-medium,causal,0,500,default,one_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/gpt2-medium/one_shot_rhyme_only.json,119.416,131.5,0.9695,3.051,gpt2-medium,gpt2-medium,causal,0,500,default,one_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/gpt2-medium/zero_shot_combined.json,171.062,175.0,0.8552,14.479,gpt2-medium,gpt2-medium,causal,0,500,default,zero_shot,0.0,0.0,0.0,0.0,0.0,0.0,500,4.8,0.0,,,combined
0.0,evaluation/baselines/gpt2-medium/zero_shot_meter_only.json,214.256,213.0,0.9999,0.01,gpt2-medium,gpt2-medium,causal,0,500,default,zero_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/gpt2-medium/zero_shot_natural_text.json,160.84,161.5,0.8577,14.232,gpt2-medium,gpt2-medium,causal,0,500,default,zero_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/gpt2-medium/zero_shot_rhyme_only.json,202.302,201.0,0.9771,2.287,gpt2-medium,gpt2-medium,causal,0,500,default,zero_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/meta-llama_Meta-Llama-3-8B-Instruct/few_shot_meter_only.json,189.528,198.5,0.9627,3.732,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama_Meta-Llama-3-8B-Instruct,causal,0,500,default,few_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/meta-llama_Meta-Llama-3-8B-Instruct/zero_shot_meter_only.json,183.23,179.0,0.9623,3.773,meta-llama/Meta-Llama-3-8B-Instruct,meta-llama_Meta-Llama-3-8B-Instruct,causal,0,500,default,zero_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/microsoft_phi-2/few_shot_combined.json,61.534,62.0,0.5605,43.948,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,few_shot,0.0,0.0,19.0,14.1,34.8,0.0,500,100.0,2.6,,,combined
0.0,evaluation/baselines/microsoft_phi-2/few_shot_meter_only.json,230.27,232.0,0.9764,2.362,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,few_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/microsoft_phi-2/few_shot_natural_text.json,173.852,174.0,0.8889,11.106,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,few_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/microsoft_phi-2/few_shot_rhyme_only.json,207.758,208.0,0.9804,1.96,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,few_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/microsoft_phi-2/one_shot_combined.json,58.86,58.0,0.5526,44.744,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,one_shot,0.0,0.0,15.0,13.05,34.8,0.0,500,100.0,2.4,,,combined
0.0,evaluation/baselines/microsoft_phi-2/one_shot_meter_only.json,189.956,195.0,0.9852,1.483,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,one_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/microsoft_phi-2/one_shot_natural_text.json,155.212,160.0,0.8841,11.59,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,one_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/microsoft_phi-2/one_shot_rhyme_only.json,162.628,164.0,0.9752,2.483,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,one_shot,,,,,,,,,,500,0.0,rhyme_only
0.0,evaluation/baselines/microsoft_phi-2/zero_shot_combined.json,57.502,43.0,0.6035,39.651,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,zero_shot,0.0,0.0,0.4,0.08,0.0,0.0,500,85.0,0.0,,,combined
0.0,evaluation/baselines/microsoft_phi-2/zero_shot_meter_only.json,136.84,125.0,0.9687,3.129,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,zero_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/microsoft_phi-2/zero_shot_natural_text.json,139.706,152.0,0.8279,17.213,microsoft/phi-2,microsoft_phi-2,causal,0,500,default,zero_shot,,,,,,,,,,,,natural_text
0.0,evaluation/baselines/microsoft_phi-2/zero_shot_rhyme_only.json,35.535,28.0,0.8948,10.523,microsoft/phi-2,microsoft_phi-2,causal,0,200,default,zero_shot,,,,,,,,,,200,0.0,rhyme_only
0.0,evaluation/baselines/mistralai_Mistral-7B-v0_1/zero_shot_combined.json,81.392,77.0,0.6803,31.968,mistralai/Mistral-7B-v0.1,mistralai_Mistral-7B-v0_1,causal,0,500,default,zero_shot,0.0,0.0,79.4,19.85,0.0,0.0,500,97.8,0.0,,,combined
0.0,evaluation/baselines/mistralai_Mistral-7B-v0_1/zero_shot_meter_only.json,120.156,120.0,0.9458,5.423,mistralai/Mistral-7B-v0.1,mistralai_Mistral-7B-v0_1,causal,0,500,default,zero_shot,,,,,,,,,,,,meter_only
0.0,evaluation/baselines/mistralai_Mistral-7B-v0_1/zero_shot_natural_text.json,165.495,164.0,0.8507,14.926,mistralai/Mistral-7B-v0.1,mistralai_Mistral-7B-v0_1,causal,0,200,default,zero_shot,,,,,,,,,,,,natural_text
